Trip_ID,Route_ID,Bus_Stop_ID,Scheduled_Arrival,Actual_Arrival,Delay_Minutes,Passenger_Count,Day_of_Week,Weather_Condition,Latitude,Longitude,Bus_Type
TRIP01019,LAG-301,Lekki,2024-01-01 06:20:00,2024-01-01 06:25:00,5,59,Friday,Cloudy,6.540505,3.463349,Articulated
TRIP01020,LAG-101,Ikeja,2024-01-01 14:56:00,2024-01-01 14:56:00,0,43,Thursday,Cloudy,6.502475,3.492851,Mini
TRIP01021,LAG-201,Ajah,2024-01-01 10:40:00,2024-01-01 10:40:00,0,19,Thursday,Foggy,6.539489,3.427173,Articulated
TRIP01022,LAG-101,Yaba,2024-01-01 20:49:00,2024-01-01 20:49:00,0,47,Sunday,Cloudy,6.440428,3.432741,Standard
TRIP01023,LAG-301,Ojuelegba,2024-01-01 11:08:00,2024-01-01 11:13:00,5,16,Sunday,Rainy,6.546641,3.343618,Mini
TRIP01024,LAG-202,VI,2024-01-01 20:23:00,2024-01-01 20:23:00,0,41,Monday,Rainy,6.458589,3.361358,Mini
TRIP01025,LAG-301,Ikeja,2024-01-01 20:31:00,2024-01-01 20:31:00,0,31,Monday,Foggy,6.499614,3.41699,Mini
TRIP01026,LAG-102,Ojuelegba,2024-01-01 08:06:00,2024-01-01 08:06:00,0,37,Monday,Cloudy,6.496987,3.472655,Articulated
TRIP01027,LAG-201,Ojuelegba,2024-01-01 22:52:00,2024-01-01 22:52:00,0,29,Saturday,Cloudy,6.442452,3.427557,Articulated
TRIP01028,LAG-301,Yaba,2024-01-01 17:55:00,2024-01-01 17:55:00,0,40,Friday,Cloudy,6.583656,3.424839,Standard
TRIP01029,LAG-102,VI,2024-01-02 00:18:00,2024-01-02 00:38:00,20,71,Sunday,Rainy,6.437977,3.490815,Standard
TRIP01030,LAG-102,Yaba,2024-01-01 06:45:00,2024-01-01 06:55:00,10,48,Thursday,Foggy,6.481907,3.343122,Mini
TRIP01031,LAG-202,Berger,2024-01-02 02:22:00,2024-01-02 02:22:00,0,15,Tuesday,Sunny,6.492674,3.498216,Standard
TRIP01032,LAG-102,CMS,2024-01-02 02:15:00,2024-01-02 02:17:00,2,41,Sunday,Foggy,6.596072,3.354235,Standard
TRIP01033,LAG-202,Ajah,2024-01-01 22:01:00,2024-01-01 22:01:00,0,28,Friday,Sunny,6.430733,3.443974,Articulated
TRIP01034,LAG-202,Ikeja,2024-01-01 12:24:00,2024-01-01 12:26:00,2,41,Friday,Cloudy,6.501888,3.413239,Mini
TRIP01035,LAG-202,Ajah,2024-01-01 07:42:00,2024-01-01 07:42:00,0,41,Friday,Sunny,6.557515,3.383612,Standard
TRIP01036,LAG-301,Berger,2024-01-02 02:09:00,2024-01-02 02:09:00,0,47,Saturday,Rainy,6.471462,3.346484,Standard
TRIP01037,LAG-102,Yaba,2024-01-01 06:52:00,2024-01-01 06:52:00,0,49,Saturday,Foggy,6.525713,3.410765,Standard
TRIP01038,LAG-102,CMS,2024-01-02 03:46:00,2024-01-02 04:01:00,15,55,Friday,Foggy,6.442729,3.377702,Mini
TRIP01039,LAG-101,CMS,2024-01-01 08:43:00,2024-01-01 08:43:00,0,47,Thursday,Rainy,6.575359,3.368192,Standard
TRIP01040,LAG-201,Yaba,2024-01-01 20:32:00,2024-01-01 20:32:00,0,34,Saturday,Foggy,6.501693,3.496298,Standard
TRIP01041,LAG-101,Berger,2024-01-01 16:01:00,2024-01-01 16:01:00,0,31,Wednesday,Cloudy,6.557902,3.401402,Standard
TRIP01042,LAG-202,Ojuelegba,2024-01-01 14:59:00,2024-01-01 14:59:00,0,56,Thursday,Rainy,6.575707,3.466708,Standard
TRIP01043,LAG-201,VI,2024-01-01 22:59:00,2024-01-01 23:09:00,10,42,Thursday,Rainy,6.454498,3.400689,Articulated
TRIP01044,LAG-102,CMS,2024-01-01 08:43:00,2024-01-01 08:43:00,0,34,Friday,Sunny,6.500479,3.418334,Mini
TRIP01045,LAG-301,Berger,2024-01-01 19:34:00,2024-01-01 19:54:00,20,45,Friday,Foggy,6.4993,3.352612,Mini
TRIP01046,LAG-301,VI,2024-01-01 09:25:00,2024-01-01 09:25:00,0,27,Friday,Cloudy,6.596123,3.479532,Articulated
TRIP01047,LAG-202,Ajah,2024-01-01 11:08:00,2024-01-01 11:23:00,15,60,Friday,Rainy,6.514665,3.401126,Articulated
TRIP01048,LAG-201,Ikeja,2024-01-01 05:03:00,2024-01-01 05:03:00,0,22,Monday,Sunny,6.533912,3.427851,Mini
TRIP01049,LAG-101,Ikeja,2024-01-02 02:00:00,2024-01-02 02:00:00,0,78,Thursday,Cloudy,6.5298,3.365718,Standard
TRIP01050,LAG-201,VI,2024-01-02 00:07:00,2024-01-02 00:12:00,5,19,Sunday,Rainy,6.43441,3.390321,Standard
TRIP01051,LAG-102,Berger,2024-01-01 13:41:00,2024-01-01 13:46:00,5,15,Sunday,Sunny,6.551617,3.426456,Mini
TRIP01052,LAG-201,VI,2024-01-01 05:12:00,2024-01-01 05:17:00,5,46,Monday,Foggy,6.558629,3.433718,Mini
TRIP01053,LAG-202,CMS,2024-01-01 10:59:00,2024-01-01 10:59:00,0,34,Tuesday,Foggy,6.503342,3.431881,Mini
TRIP01054,LAG-202,Ajah,2024-01-01 06:12:00,2024-01-01 06:12:00,0,30,Saturday,Rainy,6.480432,3.331099,Mini
TRIP01055,LAG-102,Ajah,2024-01-01 23:19:00,2024-01-01 23:19:00,0,54,Wednesday,Cloudy,6.434191,3.429421,Mini
TRIP01056,LAG-101,Berger,2024-01-02 00:17:00,2024-01-02 00:32:00,15,26,Saturday,Foggy,6.460522,3.41018,Articulated
TRIP01057,LAG-301,CMS,2024-01-01 12:06:00,2024-01-01 12:06:00,0,52,Friday,Foggy,6.501289,3.418634,Mini
TRIP01058,LAG-101,Yaba,2024-01-01 14:34:00,2024-01-01 14:44:00,10,71,Sunday,Sunny,6.464352,3.333836,Mini
TRIP01059,LAG-202,Yaba,2024-01-02 00:29:00,2024-01-02 00:39:00,10,54,Friday,Cloudy,6.534465,3.467727,Standard
TRIP01060,LAG-301,Ojuelegba,2024-01-01 15:31:00,2024-01-01 15:31:00,0,42,Saturday,Foggy,6.561225,3.485217,Articulated
TRIP01061,LAG-101,Berger,2024-01-01 19:07:00,2024-01-01 19:07:00,0,31,Monday,Cloudy,6.464763,3.371966,Standard
TRIP01062,LAG-201,Ajah,2024-01-01 15:19:00,2024-01-01 15:19:00,0,28,Tuesday,Foggy,6.527148,3.429959,Standard
TRIP01063,LAG-101,VI,2024-01-01 06:16:00,2024-01-01 06:16:00,0,29,Sunday,Rainy,6.445363,3.359211,Standard
TRIP01064,LAG-202,CMS,2024-01-01 21:28:00,2024-01-01 21:28:00,0,43,Friday,Rainy,6.467449,3.378158,Standard
TRIP01065,LAG-201,Ajah,2024-01-01 22:52:00,2024-01-01 22:52:00,0,60,Wednesday,Foggy,6.569765,3.488568,Standard
TRIP01066,LAG-101,Yaba,2024-01-01 12:00:00,2024-01-01 12:00:00,0,57,Saturday,Sunny,6.456912,3.480649,Mini
TRIP01067,LAG-202,Ojuelegba,2024-01-01 05:08:00,2024-01-01 05:08:00,0,68,Wednesday,Sunny,6.548837,3.488396,Articulated
TRIP01068,LAG-301,Ojuelegba,2024-01-01 16:22:00,2024-01-01 16:42:00,20,51,Thursday,Sunny,6.556028,3.378828,Standard
TRIP01069,LAG-301,Berger,2024-01-01 05:46:00,2024-01-01 05:56:00,10,35,Friday,Foggy,6.468614,3.353481,Articulated
TRIP01070,LAG-102,VI,2024-01-01 11:50:00,2024-01-01 12:00:00,10,46,Tuesday,Foggy,6.51751,3.444732,Mini
TRIP01071,LAG-301,VI,2024-01-01 20:03:00,2024-01-01 20:03:00,0,51,Saturday,Sunny,6.484705,3.399816,Mini
TRIP01072,LAG-102,Yaba,2024-01-01 14:20:00,2024-01-01 14:20:00,0,51,Monday,Sunny,6.600898,3.439752,Articulated
TRIP01073,LAG-301,Ojuelegba,2024-01-01 12:03:00,2024-01-01 12:18:00,15,55,Friday,Foggy,6.564025,3.447581,Articulated
TRIP01074,LAG-201,Berger,2024-01-01 09:49:00,2024-01-01 10:09:00,20,29,Saturday,Foggy,6.498872,3.352222,Articulated
TRIP01075,LAG-102,Yaba,2024-01-01 07:25:00,2024-01-01 07:27:00,2,47,Wednesday,Foggy,6.466193,3.415758,Articulated
TRIP01076,LAG-202,CMS,2024-01-01 09:26:00,2024-01-01 09:26:00,0,64,Monday,Cloudy,6.504807,3.439687,Articulated
TRIP01077,LAG-101,Ojuelegba,2024-01-01 18:05:00,2024-01-01 18:10:00,5,32,Monday,Sunny,6.477103,3.363767,Mini
TRIP01078,LAG-202,Yaba,2024-01-02 01:20:00,2024-01-02 01:25:00,5,18,Friday,Cloudy,6.589119,3.392939,Articulated
TRIP01079,LAG-201,Berger,2024-01-01 16:20:00,2024-01-01 16:25:00,5,17,Sunday,Rainy,6.440925,3.41265,Articulated
TRIP01080,LAG-301,Ojuelegba,2024-01-01 20:53:00,2024-01-01 20:53:00,0,22,Friday,Rainy,6.473494,3.38388,Standard
TRIP01081,LAG-202,Ojuelegba,2024-01-01 20:33:00,2024-01-01 20:43:00,10,34,Wednesday,Cloudy,6.580272,3.475729,Mini
TRIP01082,LAG-102,Ikeja,2024-01-01 09:54:00,2024-01-01 09:59:00,5,50,Sunday,Foggy,6.455672,3.447355,Mini
TRIP01083,LAG-202,Yaba,2024-01-02 04:52:00,2024-01-02 05:07:00,15,22,Saturday,Foggy,6.517601,3.439773,Mini
TRIP01084,LAG-202,Ajah,2024-01-01 06:01:00,2024-01-01 06:01:00,0,58,Monday,Cloudy,6.450992,3.383051,Standard
TRIP01085,LAG-201,Ajah,2024-01-01 20:44:00,2024-01-01 20:54:00,10,38,Sunday,Rainy,6.545905,3.45781,Mini
TRIP01086,LAG-201,Yaba,2024-01-01 22:20:00,2024-01-01 22:30:00,10,45,Monday,Cloudy,6.595506,3.383196,Articulated
TRIP01087,LAG-101,VI,2024-01-01 23:58:00,2024-01-02 00:08:00,10,46,Saturday,Sunny,6.559846,3.445213,Mini
TRIP01088,LAG-301,Ajah,2024-01-01 18:40:00,2024-01-01 18:40:00,0,29,Friday,Cloudy,6.582783,3.358706,Standard
TRIP01089,LAG-301,Ikeja,2024-01-01 23:42:00,2024-01-01 23:42:00,0,36,Tuesday,Cloudy,6.578592,3.395178,Mini
TRIP01090,LAG-101,VI,2024-01-01 12:06:00,2024-01-01 12:06:00,0,67,Sunday,Cloudy,6.576377,3.423315,Mini
TRIP01091,LAG-301,VI,2024-01-01 23:35:00,2024-01-01 23:35:00,0,41,Saturday,Rainy,6.535755,3.408353,Standard
TRIP01092,LAG-101,Ajah,2024-01-01 08:54:00,2024-01-01 09:04:00,10,67,Friday,Cloudy,6.575173,3.450596,Mini
TRIP01093,LAG-301,Ojuelegba,2024-01-01 20:11:00,2024-01-01 20:11:00,0,47,Tuesday,Foggy,6.551979,3.391707,Mini
TRIP01094,LAG-101,Ojuelegba,2024-01-02 04:23:00,2024-01-02 04:33:00,10,54,Sunday,Cloudy,6.55694,3.34914,Mini
TRIP01095,LAG-202,CMS,2024-01-01 08:05:00,2024-01-01 08:05:00,0,41,Tuesday,Rainy,6.540491,3.375995,Articulated
TRIP01096,LAG-101,Yaba,2024-01-02 03:33:00,2024-01-02 03:33:00,0,42,Tuesday,Cloudy,6.59486,3.380706,Articulated
TRIP01097,LAG-201,Lekki,2024-01-02 02:00:00,2024-01-02 02:05:00,5,24,Friday,Cloudy,6.431875,3.422524,Standard
TRIP01098,LAG-102,VI,2024-01-01 15:13:00,2024-01-01 15:33:00,20,35,Friday,Foggy,6.494599,3.390723,Mini
TRIP01099,LAG-201,Ojuelegba,2024-01-02 00:53:00,2024-01-02 00:53:00,0,0,Monday,Cloudy,6.583985,3.415939,Standard
TRIP01100,LAG-201,CMS,2024-01-01 17:36:00,2024-01-01 17:36:00,0,54,Friday,Sunny,6.454215,3.497066,Standard
TRIP01101,LAG-301,VI,2024-01-01 08:44:00,2024-01-01 08:44:00,0,43,Sunday,Foggy,6.534189,3.400575,Standard
TRIP01102,LAG-102,Lekki,2024-01-02 04:58:00,2024-01-02 04:58:00,0,31,Friday,Cloudy,6.567386,3.363271,Articulated
TRIP01103,LAG-201,Lekki,2024-01-01 18:51:00,2024-01-01 19:01:00,10,25,Thursday,Cloudy,6.510155,3.37363,Articulated
TRIP01104,LAG-102,Yaba,2024-01-01 21:12:00,2024-01-01 21:17:00,5,67,Tuesday,Rainy,6.519753,3.384545,Articulated
TRIP01105,LAG-202,VI,2024-01-01 19:14:00,2024-01-01 19:14:00,0,39,Tuesday,Foggy,6.591121,3.388653,Articulated
TRIP01106,LAG-102,Yaba,2024-01-01 05:23:00,2024-01-01 05:23:00,0,40,Monday,Sunny,6.465742,3.401178,Standard
TRIP01107,LAG-202,Lekki,2024-01-01 09:38:00,2024-01-01 09:38:00,0,47,Monday,Rainy,6.459368,3.350462,Articulated
TRIP01108,LAG-202,Ajah,2024-01-02 04:44:00,2024-01-02 04:44:00,0,50,Friday,Cloudy,6.556705,3.487897,Articulated
TRIP01109,LAG-102,Ajah,2024-01-01 22:23:00,2024-01-01 22:23:00,0,40,Thursday,Cloudy,6.491046,3.39372,Mini
TRIP01110,LAG-201,Ikeja,2024-01-01 11:20:00,2024-01-01 11:22:00,2,24,Thursday,Sunny,6.555776,3.348803,Articulated
TRIP01111,LAG-202,Ikeja,2024-01-01 22:07:00,2024-01-01 22:07:00,0,38,Wednesday,Cloudy,6.57042,3.388012,Articulated
TRIP01112,LAG-301,VI,2024-01-01 06:08:00,2024-01-01 06:08:00,0,33,Monday,Cloudy,6.548228,3.416512,Articulated
TRIP01113,LAG-201,Ojuelegba,2024-01-02 00:48:00,2024-01-02 00:58:00,10,36,Thursday,Sunny,6.603047,3.412149,Standard
TRIP01114,LAG-301,Berger,2024-01-01 20:52:00,2024-01-01 21:12:00,20,62,Friday,Sunny,6.56205,3.372263,Articulated
TRIP01115,LAG-301,Ojuelegba,2024-01-01 13:22:00,2024-01-01 13:22:00,0,44,Thursday,Sunny,6.490476,3.331187,Articulated
TRIP01116,LAG-301,Berger,2024-01-02 01:55:00,2024-01-02 01:55:00,0,31,Monday,Foggy,6.471082,3.469208,Articulated
TRIP01117,LAG-101,Ajah,2024-01-01 20:29:00,2024-01-01 20:29:00,0,24,Friday,Cloudy,6.470874,3.341592,Articulated
TRIP01118,LAG-201,Lekki,2024-01-01 17:02:00,2024-01-01 17:02:00,0,28,Sunday,Foggy,6.527221,3.379531,Mini
TRIP01119,LAG-102,CMS,2024-01-02 04:43:00,2024-01-02 04:43:00,0,53,Friday,Foggy,6.588427,3.413803,Articulated
TRIP01120,LAG-301,Berger,2024-01-01 07:05:00,2024-01-01 07:05:00,0,35,Saturday,Cloudy,6.44869,3.492078,Articulated
TRIP01121,LAG-102,CMS,2024-01-02 03:24:00,2024-01-02 03:24:00,0,24,Wednesday,Sunny,6.48607,3.357929,Mini
TRIP01122,LAG-202,Ojuelegba,2024-01-01 09:19:00,2024-01-01 09:24:00,5,24,Friday,Sunny,6.451437,3.437934,Mini
TRIP01123,LAG-201,Yaba,2024-01-02 02:01:00,2024-01-02 02:01:00,0,47,Wednesday,Foggy,6.52531,3.343236,Mini
TRIP01124,LAG-101,Ojuelegba,2024-01-02 01:36:00,2024-01-02 01:56:00,20,32,Tuesday,Rainy,6.473218,3.47614,Articulated
TRIP01125,LAG-202,VI,2024-01-01 10:59:00,2024-01-01 10:59:00,0,63,Wednesday,Rainy,6.593589,3.484564,Mini
TRIP01126,LAG-102,CMS,2024-01-01 16:42:00,2024-01-01 16:52:00,10,41,Monday,Rainy,6.585433,3.363867,Articulated
TRIP01127,LAG-102,Ajah,2024-01-01 19:05:00,2024-01-01 19:05:00,0,27,Sunday,Cloudy,6.498831,3.422574,Standard
TRIP01128,LAG-202,Yaba,2024-01-01 12:11:00,2024-01-01 12:11:00,0,18,Friday,Foggy,6.550968,3.358486,Standard
TRIP01129,LAG-201,Ojuelegba,2024-01-01 06:47:00,2024-01-01 06:47:00,0,61,Tuesday,Cloudy,6.559407,3.439741,Mini
TRIP01130,LAG-202,Berger,2024-01-01 21:15:00,2024-01-01 21:15:00,0,40,Saturday,Rainy,6.525733,3.344866,Mini
TRIP01131,LAG-202,Ajah,2024-01-01 13:57:00,2024-01-01 13:57:00,0,32,Tuesday,Cloudy,6.477948,3.49246,Standard
TRIP01132,LAG-201,Ajah,2024-01-01 18:02:00,2024-01-01 18:22:00,20,38,Saturday,Foggy,6.491657,3.337327,Articulated
TRIP01133,LAG-101,Ojuelegba,2024-01-01 23:08:00,2024-01-01 23:08:00,0,48,Saturday,Foggy,6.45471,3.459798,Mini
TRIP01134,LAG-301,Berger,2024-01-01 16:26:00,2024-01-01 16:26:00,0,37,Wednesday,Foggy,6.60172,3.394875,Standard
TRIP01135,LAG-201,Lekki,2024-01-01 20:44:00,2024-01-01 20:49:00,5,57,Sunday,Rainy,6.463603,3.354824,Articulated
TRIP01136,LAG-301,Ikeja,2024-01-01 22:44:00,2024-01-01 22:59:00,15,17,Wednesday,Rainy,6.590588,3.48087,Mini
TRIP01137,LAG-301,CMS,2024-01-02 03:57:00,2024-01-02 03:59:00,2,21,Monday,Sunny,6.541238,3.390513,Standard
TRIP01138,LAG-202,Ojuelegba,2024-01-01 22:55:00,2024-01-01 22:55:00,0,23,Monday,Cloudy,6.534382,3.468445,Mini
TRIP01139,LAG-102,Berger,2024-01-01 13:35:00,2024-01-01 13:35:00,0,35,Tuesday,Sunny,6.47156,3.380983,Standard
TRIP01140,LAG-301,Ojuelegba,2024-01-01 06:56:00,2024-01-01 06:58:00,2,34,Friday,Rainy,6.535165,3.448334,Articulated
TRIP01141,LAG-101,Ojuelegba,2024-01-01 07:56:00,2024-01-01 07:56:00,0,32,Sunday,Rainy,6.512082,3.46616,Mini
TRIP01142,LAG-301,Yaba,2024-01-01 08:47:00,2024-01-01 08:47:00,0,48,Saturday,Rainy,6.449226,3.480226,Mini
TRIP01143,LAG-201,Ajah,2024-01-02 03:32:00,2024-01-02 03:32:00,0,23,Monday,Cloudy,6.439755,3.433668,Mini
TRIP01144,LAG-202,VI,2024-01-01 13:47:00,2024-01-01 13:47:00,0,57,Tuesday,Sunny,6.497691,3.343699,Mini
TRIP01145,LAG-101,Lekki,2024-01-01 18:15:00,2024-01-01 18:15:00,0,31,Wednesday,Sunny,6.589395,3.331028,Mini
TRIP01146,LAG-201,Yaba,2024-01-01 20:02:00,2024-01-01 20:02:00,0,36,Monday,Cloudy,6.451568,3.382305,Standard
TRIP01147,LAG-301,Lekki,2024-01-01 11:05:00,2024-01-01 11:20:00,15,49,Saturday,Cloudy,6.525669,3.480361,Standard
TRIP01148,LAG-102,Lekki,2024-01-01 12:27:00,2024-01-01 12:27:00,0,27,Friday,Sunny,6.523548,3.363228,Mini
TRIP01149,LAG-201,Ojuelegba,2024-01-01 06:11:00,2024-01-01 06:11:00,0,36,Monday,Sunny,6.495114,3.45917,Articulated
TRIP01150,LAG-201,Ajah,2024-01-01 05:38:00,2024-01-01 05:38:00,0,48,Thursday,Rainy,6.596611,3.455448,Articulated
TRIP01151,LAG-101,CMS,2024-01-02 03:41:00,2024-01-02 03:41:00,0,36,Thursday,Foggy,6.469721,3.456464,Standard
TRIP01152,LAG-201,Lekki,2024-01-02 00:36:00,2024-01-02 00:51:00,15,14,Monday,Cloudy,6.50416,3.388163,Mini
TRIP01153,LAG-202,Lekki,2024-01-01 07:23:00,2024-01-01 07:43:00,20,31,Friday,Rainy,6.491539,3.484623,Standard
TRIP01154,LAG-202,Ajah,2024-01-01 09:08:00,2024-01-01 09:08:00,0,0,Friday,Foggy,6.563381,3.468007,Mini
TRIP01155,LAG-201,Lekki,2024-01-01 06:53:00,2024-01-01 06:53:00,0,57,Saturday,Sunny,6.49357,3.464969,Mini
TRIP01156,LAG-301,VI,2024-01-01 07:44:00,2024-01-01 07:59:00,15,36,Sunday,Cloudy,6.539062,3.456077,Mini
TRIP01157,LAG-102,Yaba,2024-01-01 23:55:00,2024-01-02 00:05:00,10,35,Monday,Cloudy,6.438971,3.398319,Articulated
TRIP01158,LAG-102,Berger,2024-01-02 04:45:00,2024-01-02 04:47:00,2,56,Thursday,Sunny,6.508811,3.457324,Articulated
TRIP01159,LAG-201,Ajah,2024-01-01 07:53:00,2024-01-01 07:53:00,0,22,Saturday,Cloudy,6.56114,3.422768,Articulated
TRIP01160,LAG-102,Yaba,2024-01-01 06:13:00,2024-01-01 06:13:00,0,47,Tuesday,Sunny,6.481084,3.457263,Articulated
TRIP01161,LAG-301,Ikeja,2024-01-01 21:41:00,2024-01-01 21:41:00,0,26,Thursday,Sunny,6.587142,3.419258,Articulated
TRIP01162,LAG-201,Ajah,2024-01-01 23:13:00,2024-01-01 23:18:00,5,1,Sunday,Cloudy,6.47413,3.405943,Standard
TRIP01163,LAG-101,VI,2024-01-01 06:54:00,2024-01-01 06:54:00,0,51,Wednesday,Sunny,6.576842,3.423612,Mini
TRIP01164,LAG-101,Ikeja,2024-01-02 03:19:00,2024-01-02 03:19:00,0,22,Saturday,Cloudy,6.55742,3.432043,Articulated
TRIP01165,LAG-301,Yaba,2024-01-02 00:46:00,2024-01-02 00:51:00,5,12,Tuesday,Sunny,6.543481,3.341635,Standard
TRIP01166,LAG-102,Ajah,2024-01-02 03:19:00,2024-01-02 03:29:00,10,52,Monday,Cloudy,6.450892,3.385733,Articulated
TRIP01167,LAG-101,Ikeja,2024-01-02 04:56:00,2024-01-02 05:06:00,10,15,Saturday,Rainy,6.512851,3.475273,Standard
TRIP01168,LAG-102,CMS,2024-01-01 15:29:00,2024-01-01 15:29:00,0,62,Sunday,Sunny,6.582189,3.344983,Mini
TRIP01169,LAG-301,Yaba,2024-01-02 01:10:00,2024-01-02 01:15:00,5,35,Monday,Sunny,6.505311,3.358135,Standard
TRIP01170,LAG-202,Ikeja,2024-01-01 07:09:00,2024-01-01 07:14:00,5,45,Sunday,Rainy,6.523686,3.438005,Mini
TRIP01171,LAG-201,Lekki,2024-01-01 16:04:00,2024-01-01 16:04:00,0,49,Monday,Rainy,6.580139,3.443378,Mini
TRIP01172,LAG-102,CMS,2024-01-02 01:14:00,2024-01-02 01:14:00,0,11,Tuesday,Foggy,6.596796,3.452272,Standard
TRIP01173,LAG-101,Berger,2024-01-01 09:49:00,2024-01-01 10:04:00,15,14,Sunday,Cloudy,6.439245,3.453434,Standard
TRIP01174,LAG-201,Yaba,2024-01-01 19:58:00,2024-01-01 19:58:00,0,42,Tuesday,Sunny,6.482986,3.42052,Standard
TRIP01175,LAG-101,Lekki,2024-01-01 10:23:00,2024-01-01 10:23:00,0,22,Monday,Cloudy,6.496454,3.434923,Standard
TRIP01176,LAG-101,CMS,2024-01-01 11:07:00,2024-01-01 11:27:00,20,45,Monday,Foggy,6.557335,3.486843,Mini
TRIP01177,LAG-202,Yaba,2024-01-01 12:02:00,2024-01-01 12:07:00,5,20,Tuesday,Foggy,6.54667,3.435975,Articulated
TRIP01178,LAG-202,Lekki,2024-01-01 13:09:00,2024-01-01 13:11:00,2,45,Tuesday,Sunny,6.515713,3.419872,Articulated
TRIP01179,LAG-102,Ajah,2024-01-02 01:53:00,2024-01-02 01:53:00,0,18,Monday,Foggy,6.570906,3.361582,Mini
TRIP01180,LAG-202,CMS,2024-01-02 00:02:00,2024-01-02 00:02:00,0,41,Tuesday,Rainy,6.506343,3.441912,Standard
TRIP01181,LAG-301,Ojuelegba,2024-01-02 02:07:00,2024-01-02 02:07:00,0,46,Wednesday,Rainy,6.490725,3.488588,Mini
TRIP01182,LAG-102,Berger,2024-01-01 06:48:00,2024-01-01 07:03:00,15,14,Tuesday,Sunny,6.517915,3.38574,Standard
TRIP01183,LAG-202,Ajah,2024-01-01 11:01:00,2024-01-01 11:06:00,5,39,Tuesday,Sunny,6.488857,3.486491,Standard
TRIP01184,LAG-201,Berger,2024-01-01 12:09:00,2024-01-01 12:09:00,0,31,Thursday,Foggy,6.526743,3.455913,Mini
TRIP01185,LAG-301,Ajah,2024-01-01 06:28:00,2024-01-01 06:28:00,0,75,Monday,Sunny,6.471407,3.412195,Articulated
TRIP01186,LAG-102,Yaba,2024-01-01 05:59:00,2024-01-01 05:59:00,0,45,Thursday,Sunny,6.443107,3.348047,Standard
TRIP01187,LAG-102,Ajah,2024-01-02 01:13:00,2024-01-02 01:23:00,10,29,Friday,Foggy,6.51836,3.460687,Mini
TRIP01188,LAG-102,VI,2024-01-01 12:51:00,2024-01-01 12:51:00,0,30,Sunday,Sunny,6.530941,3.350266,Mini
TRIP01189,LAG-102,Ojuelegba,2024-01-01 13:05:00,2024-01-01 13:05:00,0,57,Saturday,Cloudy,6.475921,3.401691,Standard
TRIP01190,LAG-202,Ikeja,2024-01-01 07:30:00,2024-01-01 07:30:00,0,36,Thursday,Cloudy,6.508589,3.428194,Standard
TRIP01191,LAG-202,Yaba,2024-01-01 12:22:00,2024-01-01 12:22:00,0,21,Friday,Cloudy,6.448659,3.392356,Standard
TRIP01192,LAG-202,VI,2024-01-01 09:39:00,2024-01-01 09:39:00,0,23,Thursday,Rainy,6.564154,3.494267,Articulated
TRIP01193,LAG-201,Berger,2024-01-01 11:54:00,2024-01-01 12:14:00,20,44,Wednesday,Rainy,6.552651,3.378485,Standard
TRIP01194,LAG-301,CMS,2024-01-01 14:34:00,2024-01-01 14:36:00,2,55,Tuesday,Sunny,6.509739,3.411943,Mini
TRIP01195,LAG-202,Lekki,2024-01-01 10:50:00,2024-01-01 10:55:00,5,25,Sunday,Foggy,6.591812,3.339558,Standard
TRIP01196,LAG-201,Yaba,2024-01-02 02:46:00,2024-01-02 02:46:00,0,22,Friday,Rainy,6.58974,3.433762,Articulated
TRIP01197,LAG-301,Ikeja,2024-01-01 07:57:00,2024-01-01 07:57:00,0,28,Thursday,Cloudy,6.579108,3.425067,Standard
TRIP01198,LAG-301,Ajah,2024-01-01 20:47:00,2024-01-01 20:47:00,0,21,Wednesday,Sunny,6.447426,3.332725,Articulated
TRIP01199,LAG-202,Ikeja,2024-01-01 13:27:00,2024-01-01 13:47:00,20,60,Wednesday,Cloudy,6.44395,3.446129,Articulated
TRIP01200,LAG-102,Yaba,2024-01-02 00:34:00,2024-01-02 00:49:00,15,15,Monday,Cloudy,6.530741,3.35144,Standard
TRIP01201,LAG-101,Ajah,2024-01-01 22:12:00,2024-01-01 22:12:00,0,32,Monday,Cloudy,6.583972,3.440276,Articulated
TRIP01202,LAG-202,Ajah,2024-01-02 04:46:00,2024-01-02 04:56:00,10,61,Sunday,Sunny,6.539113,3.352319,Mini
TRIP01203,LAG-202,Ikeja,2024-01-01 07:50:00,2024-01-01 07:50:00,0,51,Friday,Sunny,6.482669,3.361288,Articulated
TRIP01204,LAG-202,Ikeja,2024-01-01 09:31:00,2024-01-01 09:36:00,5,56,Wednesday,Foggy,6.512978,3.368384,Standard
TRIP01205,LAG-101,CMS,2024-01-01 21:22:00,2024-01-01 21:24:00,2,38,Saturday,Foggy,6.511997,3.355153,Standard
TRIP01206,LAG-202,CMS,2024-01-01 20:31:00,2024-01-01 20:51:00,20,36,Thursday,Rainy,6.466592,3.35216,Articulated
TRIP01207,LAG-202,Yaba,2024-01-01 17:38:00,2024-01-01 17:38:00,0,33,Saturday,Cloudy,6.528948,3.333572,Articulated
TRIP01208,LAG-101,Ojuelegba,2024-01-01 18:08:00,2024-01-01 18:08:00,0,62,Saturday,Foggy,6.508019,3.468831,Articulated
TRIP01209,LAG-101,Berger,2024-01-01 19:32:00,2024-01-01 19:42:00,10,41,Sunday,Foggy,6.589815,3.395955,Articulated
